Name,OnTerritoryOfMoscow,AdmArea,District,Longitude_WGS84,Latitude_WGS84,VestibuleType,NameOfStation,Line,CulturalHeritageSiteStatus,ModeOnEvenDays,ModeOnOddDays,FullFeaturedBPAAmount,LittleFunctionalBPAAmount,BPAAmount,RepairOfEscalators,ObjectStatus,global_id,geoData,longitude,latitude,x,y
"Маяковская, вход-выход 3 в южный вестбюль",да,Центральный административный округ,Тверской район,37.597239,55.769445,подземный,Маяковская,Замоскворецкая линия,объект культурного наследия регионального значения,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:02","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:02",3.0,0.0,3.0,[],действует,1035316218,"{'coordinates': [37.597239, 55.769445], 'type': 'Point'}",37.597239,55.769445,4185305.500713006,7512654.916389645
"Международная, вход-выход 6 в 1-й вестибюль",да,Центральный административный округ,Пресненский район,37.534391,55.747474,подземный,Международная,Филёвская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:02,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:02,2.0,0.0,2.0,[],действует,1035316220,"{'coordinates': [37.534391, 55.747474], 'type': 'Point'}",37.534391,55.747474,4178309.2933556307,7508308.239595117
"Международная, вход-выход 6 в 1-й в вестибюль",да,Центральный административный округ,Пресненский район,37.535759,55.747751,подземный,Международная,Филёвская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:03,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:03,2.0,0.0,2.0,[],действует,1035316221,"{'coordinates': [37.535759, 55.747751], 'type': 'Point'}",37.535759,55.747751,4178461.5784190353,7508363.025206323
"Международная, вход-выход 2 во 2-й вестибюль",да,Центральный административный округ,Пресненский район,37.533334,55.7487137,подземный,Международная,Филёвская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:04,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:04,1.0,3.0,4.0,[],действует,1035316222,"{'coordinates': [37.533334, 55.7487137], 'type': 'Point'}",37.533334,55.7487137,4178191.628653862,7508553.432953147
"Нижегородская, вход-выход 6",да,Юго-Восточный административный округ,Нижегородский район,37.730478,55.732786,подземный,Нижегородская,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00",9.0,0.0,9.0,[],действует,1035316228,"{'coordinates': [37.730478, 55.732786], 'type': 'Point'}",37.730478,55.732786,4200137.598346811,7505403.774696526
"Раменки, вход-выход 7 в вестибюль 1",да,Западный административный округ,район Раменки,37.500945,55.698424,подземный,Раменки,Солнцевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:40:05; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:19:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:45, по 2 пути в 05:40:05; последний поезд по 1 пути в 01:31:00, по 2 пути в 01:19:50",0.0,2.0,2.0,[],действует,1035316232,"{'coordinates': [37.500945, 55.698424], 'type': 'Point'}",37.500945,55.698424,4174586.101666559,7498613.159337638
"Стрешнево, вход-выход 3",да,Северный административный округ,район Сокол,37.4872291,55.8145411,наземный отдельностоящий,Стрешнево,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:13:00, по 2 пути 5:39:00; последний поезд по 1 пути в 23:41:00, по 2 пути в 22:51:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:13:00, по 2 пути 5:39:00; последний поезд по 1 пути в 23:41:00, по 2 пути в 22:51:01",2.0,2.0,4.0,[],действует,1035316244,"{'coordinates': [37.4872291, 55.8145411], 'type': 'Point'}",37.4872291,55.8145411,4173059.2546627875,7521584.274111096
"Технопарк, выход 5 в северный вестибюль",да,Южный административный округ,Даниловский район,37.664576,55.694192,наземный отдельностоящий,Технопарк,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00",2.0,2.0,4.0,[],действует,1035316245,"{'coordinates': [37.664576, 55.694192], 'type': 'Point'}",37.664576,55.694192,4192801.421264552,7497777.244848369
"Технопарк, вход-выход 6 в северный вестибюль",да,Южный административный округ,Даниловский район,37.665751,55.694552,наземный отдельностоящий,Технопарк,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00",2.0,2.0,4.0,[],действует,1035316246,"{'coordinates': [37.665751, 55.694552], 'type': 'Point'}",37.665751,55.694552,4192932.221666235,7497848.349364584
"Технопарк, вход-выход 7 в северный вестибюль",да,Южный административный округ,район Нагатинский Затон,37.667103,55.694643,наземный отдельностоящий,Технопарк,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00",2.0,2.0,4.0,[],действует,1035316247,"{'coordinates': [37.667103, 55.694643], 'type': 'Point'}",37.667103,55.694643,4193082.7256177873,7497866.323109862
"Технопарк, вход-выход 8 в северный вестибюль",да,Южный административный округ,район Нагатинский Затон,37.667081,55.694468,наземный отдельностоящий,Технопарк,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:46:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:41:00",2.0,2.0,4.0,[],действует,1035316248,"{'coordinates': [37.667081, 55.694468], 'type': 'Point'}",37.667081,55.694468,4193080.27658899,7497831.758252234
"Ховрино, вход-выход 6 в 1-й вестибюль",да,Северный административный округ,район Ховрино,37.4816,55.8769,наземный отдельностоящий,Ховрино,Замоскворецкая линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:01:00; последний поезд по 2 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:30; последний поезд по 2 пути в 01:03:00,0.0,4.0,4.0,[],действует,1035316254,"{'coordinates': [37.4816, 55.8769], 'type': 'Point'}",37.4816,55.8769,4172432.6261171624,7533948.855235303
"Балтийская, вход-выход 2",да,Северный административный округ,Войковский район,37.49516,55.82455,наземный отдельностоящий,Балтийская,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути 5:36:00; последний поезд по 1 пути в 23:45:00, по 2 пути в 22:48:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути 5:36:00; последний поезд по 1 пути в 23:45:00, по 2 пути в 22:48:00",3.0,,3.0,[],действует,1047572669,"{'coordinates': [37.49516, 55.82455], 'type': 'Point'}",37.49516,55.82455,4173942.118412319,7523567.512416024
"Беговая,вход-выход 4 в 1-й вестибюль",да,Центральный административный округ,Пресненский район,37.54897,55.77326,подземный,Беговая,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:04:30; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:43:45",1.0,4.0,5.0,[],действует,1047573174,"{'coordinates': [37.54897, 55.77326], 'type': 'Point'}",37.54897,55.77326,4179932.220211905,7513409.914153018
"Боровское шоссе, вход-выход 2 в вестибюль 2",да,Западный административный округ,район Ново-Переделкино,37.3712129,55.6481824,подземный,Боровское шоссе,Солнцевская линия,не является объектом культурного наследия,"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:40, по 2 пути в 05:44:30, последний поезд по 1 пути в 01:45:00, по 2 пути в 01:07:30","открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:40, по 2 пути в 05:44:30, последний поезд по 1 пути в 01:45:00, по 2 пути в 01:07:30",,4.0,4.0,[],действует,1047573572,"{'coordinates': [37.3712129, 55.6481824], 'type': 'Point'}",37.3712129,55.6481824,4160144.390355017,7488695.155946178
"Бутырская, вход-выход 2 в вестибюль 2",да,Северо-Восточный административный округ,Бутырский район,37.600916,55.814164,подземный,Бутырская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00",0.0,3.0,3.0,[],действует,1047574240,"{'coordinates': [37.600916, 55.814164], 'type': 'Point'}",37.600916,55.814164,4185714.8224806525,7521509.562668102
"Бутырская, вход-выход 3 в вестибюль 1",да,Северо-Восточный административный округ,Бутырский район,37.603875,55.812336,подземный,Бутырская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:51:00",,2.0,2.0,[],действует,1047574831,"{'coordinates': [37.603875, 55.812336], 'type': 'Point'}",37.603875,55.812336,4186044.21685391,7521147.407672701
"Деловой центр, вход-выход 2 в вестибюль",да,Центральный административный округ,Пресненский район,37.538825,55.748201,подземный,Деловой центр,Большая кольцевая линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:50:55; последний поезд по 2 пути в 01:19:25,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:42:30; последний поезд по 2 пути в 01:19:25,2.0,6.0,8.0,[],действует,1047576705,"{'coordinates': [37.538825, 55.748201], 'type': 'Point'}",37.538825,55.748201,4178802.883977808,7508452.0279310215
"Деловой центр, вход-выход 3 в вестибюль",да,Центральный административный округ,Пресненский район,37.538761,55.748843,подземный,Деловой центр,Большая кольцевая линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:50:55; последний поезд по 2 пути в 01:19:25,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:42:30; последний поезд по 2 пути в 01:19:25,2.0,6.0,8.0,[],действует,1047577033,"{'coordinates': [37.538761, 55.748843], 'type': 'Point'}",37.538761,55.748843,4178795.7595303967,7508579.006928657
"Домодедовская, вход-выход 5 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Северное,37.717847,55.611412,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1047577769,"{'coordinates': [37.717847, 55.611412], 'type': 'Point'}",37.717847,55.611412,4198731.521858601,7481444.512258421
"Домодедовская, вход-выход 6 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Северное,37.716677,55.6111175,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1047581058,"{'coordinates': [37.716677, 55.6111175], 'type': 'Point'}",37.716677,55.6111175,4198601.278054372,7481386.468148644
"Кутузовская, вход-выход северный вестибюль",да,Западный административный округ,район Дорогомилово,37.533477,55.7402238,наземный отдельностоящий,Кутузовская,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути 05:37:00; последний поезд по 1 пути в 23:26:00, по 2 пути в 23:05:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути 05:37:00; последний поезд по 1 пути в 23:26:00, по 2 пути в 23:05:00",,5.0,5.0,[],действует,1047583491,"{'coordinates': [37.533477, 55.7402238], 'type': 'Point'}",37.533477,55.7402238,4178207.5473410445,7506874.418918565
"Ломоносовский проспект, вход-выход 1 во 2-й вестибюль",да,Западный административный округ,район Раменки,37.5154001,55.706276,подземный,Ломоносовский проспект,Солнцевская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 06:03:00, по 2 пути 5:42:20; последний поезд по 1 пути в 01:28:20, по 2 пути в 01:24:11","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 06:03:00, по 2 пути 5:42:20; последний поезд по 1 пути в 01:28:20, по 2 пути в 01:24:11",,5.0,5.0,[],действует,1047583839,"{'coordinates': [37.5154001, 55.706276], 'type': 'Point'}",37.5154001,55.706276,4176195.2360379244,7500164.344426468
"Международная, вход-выход 1 во 2-й вестибюль",да,Центральный административный округ,Пресненский район,37.533603,55.747889,подземный,Международная,Филёвская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 06:03:00, по 2 пути 5:42:20; последний поезд по 1 пути в 01:28:20, по 2 пути в 01:24:11открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:01","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 06:03:00, по 2 пути 5:42:20; последний поезд по 1 пути в 01:28:20, по 2 пути в 01:24:11открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 06:07:015; последний поезд по 2 пути в 01:05:01",1.0,3.0,4.0,[],действует,1047584021,"{'coordinates': [37.533603, 55.747889], 'type': 'Point'}",37.533603,55.747889,4178221.573596885,7508390.319266095
"Мякинино, вход-выход 2 в северный вестибюль",нет,,,37.386565,55.825916,наземный отдельностоящий,Мякинино,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:31","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:31",3.0,,3.0,[],действует,1047585953,"{'coordinates': [37.386565, 55.825916], 'type': 'Point'}",37.386565,55.825916,4161853.3783096233,7523838.221441959
"Отрадное, вход-выход 1 в северный вестибюль",да,Северо-Восточный административный округ,район Отрадное,37.6045907,55.864361,подземный,Отрадное,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:31","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:31",1.0,2.0,3.0,[],действует,1047586011,"{'coordinates': [37.6045907, 55.864361], 'type': 'Point'}",37.6045907,55.864361,4186123.888213471,7531461.016677983
"Отрадное, вход-выход 4 в северный вестибюль",да,Северо-Восточный административный округ,район Отрадное,37.6060552,55.8639387,подземный,Отрадное,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:32","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:50, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:54:45, по 2 пути в 01:08:32",1.0,2.0,3.0,[],действует,1047586162,"{'coordinates': [37.6060552, 55.8639387], 'type': 'Point'}",37.6060552,55.8639387,4186286.915607738,7531377.242938076
"Петровско-Разумовская, вход-выход 3 в вестибюль 1",да,Северный административный округ,Тимирязевский район,37.57342058,55.8337025,подземный,Петровско-Разумовская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:20:00, закрытие в 01:00:00, первый поезд по 2 пути в 06:07:00, последний поезд по 1 пути в 01:55:00","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 06:07:00, последний поезд по 2 пути в 01:55:00",1.0,3.0,4.0,[],действует,1047586871,"{'coordinates': [37.57342058, 55.8337025], 'type': 'Point'}",37.57342058,55.8337025,4182654.0463271057,7525381.503901639
"Печатники, вход-выход 1 в вестибюль",да,Юго-Восточный административный округ,район Печатники,37.7283267,55.692846,наземный отдельностоящий,Печатники,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:31:00; последний поезд по 1 пути в 01:43:00, по 2 пути в 01:22:00",1.0,4.0,5.0,[],действует,1048055808,"{'coordinates': [37.7283267, 55.692846], 'type': 'Point'}",37.7283267,55.692846,4199898.116726267,7497511.3987634145
"Соколиная гора, вход-выход 4",да,Восточный административный округ,район Измайлово,37.74887758,55.77015512,наземный отдельностоящий,Соколиная Гора,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути 5:42:00; последний поезд по 1 пути в 23:35:00, по 2 пути в 23:10:04","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути 5:42:00; последний поезд по 1 пути в 23:35:00, по 2 пути в 23:10:04",,2.0,2.0,[],действует,1048056549,"{'coordinates': [37.74887758, 55.77015512], 'type': 'Point'}",37.74887758,55.77015512,4202185.83022322,7512795.445265063
"Солнцево, вход-выход 3 во 2-й вестибюль",да,Западный административный округ,район Солнцево,37.3924585,55.6506675,подземный,Солнцево,Солнцевская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:54:30, по 2 пути в 05:47:10, последний поезд по 1 пути в 01:42:30, по 2 пути в 01:10:00","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:54:30, по 2 пути в 05:47:10, последний поезд по 1 пути в 01:42:30, по 2 пути в 01:10:00",,4.0,4.0,[],действует,1048056812,"{'coordinates': [37.3924585, 55.6506675], 'type': 'Point'}",37.3924585,55.6506675,4162509.4397286135,7489185.430827825
"Стрешнево, вход-выход 1",да,Северо-Западный административный округ,район Щукино,37.4860835,55.8121761,наземный отдельностоящий,Стрешнево,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:13:00, по 2 пути 5:39:00; последний поезд по 1 пути в 23:41:00, по 2 пути в 22:51:01","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:13:00, по 2 пути 5:39:00; последний поезд по 1 пути в 23:41:00, по 2 пути в 22:51:01",2.0,2.0,4.0,[],действует,1048057530,"{'coordinates': [37.4860835, 55.8121761], 'type': 'Point'}",37.4860835,55.8121761,4172931.727054134,7521115.7298254
"Нижегородская, вход-выход 1 в вестибюль номер 2",да,Юго-Восточный административный округ,Нижегородский район,37.730364,55.731221,подземный,Нижегородская,Некрасовская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00",9.0,0.0,9.0,[],действует,1048061984,"{'coordinates': [37.730364, 55.731221], 'type': 'Point'}",37.730364,55.731221,4200124.907924861,7505094.369657217
"Нижегородская, вход-выход 2 в вестибюль 2",да,Юго-Восточный административный округ,Нижегородский район,37.73087923,55.73088069,подземный,Нижегородская,Некрасовская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00",9.0,,9.0,[],действует,1048062917,"{'coordinates': [37.73087923, 55.73088069], 'type': 'Point'}",37.73087923,55.73088069,4200182.263066102,7505027.091024977
"Нижегородская, вход-выход 3 в вестибюль номер 2",да,Юго-Восточный административный округ,Нижегородский район,37.731592,55.73074,подземный,Нижегородская,Некрасовская линия,не является объектом культурного наследия,"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00","открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:47:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:10:00",9.0,,9.0,[],действует,1048062921,"{'coordinates': [37.731592, 55.73074], 'type': 'Point'}",37.731592,55.73074,4200261.608259554,7504999.277054012
"Нижегородская, вход-выход 5",да,Юго-Восточный административный округ,Нижегородский район,37.730672,55.732877,наземный отдельностоящий,Нижегородская,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00",9.0,0.0,8.0,[],действует,1048091862,"{'coordinates': [37.730672, 55.732877], 'type': 'Point'}",37.730672,55.732877,4200159.194328025,7505421.766042075
"Нижегородская, вход-выход 7",да,Юго-Восточный административный округ,Нижегородский район,37.730855,55.733506,наземный отдельностоящий,Нижегородская,Московское центральное кольцо,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:31:00, по 2 пути 5:50:00; последний поезд по 1 пути в 22:59:00, по 2 пути в 23:25:00",9.0,,9.0,[],действует,1048091868,"{'coordinates': [37.730855, 55.733506], 'type': 'Point'}",37.730855,55.733506,4200179.5657948395,7505546.124951019
"Аннино, вход-выход 4 в северный вестибюль",да,Южный административный округ,район Чертаново Южное,37.59791,55.5837,подземный,Аннино,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10",2.0,3.0,5.0,[],действует,1048314798,"{'coordinates': [37.59791, 55.5837], 'type': 'Point'}",37.59791,55.5837,4185380.1960913283,7475984.558485514
"Марьино, вход-выход 2 в южный вестибюль",да,Юго-Восточный административный округ,район Марьино,37.7439623,55.6489065,подземный,Марьино,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:07","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:07",4.0,,4.0,[],действует,1056441570,"{'coordinates': [37.7439623, 55.6489065], 'type': 'Point'}",37.7439623,55.6489065,4201638.663756515,7488838.007364381
Электрозаводская вход-выход в вестибюль (НКР),да,Центральный административный округ,Басманный район,37.703962,55.7809372,наземный отдельностоящий,Электрозаводская,Некрасовская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:20, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:32:20, по 2 пути в 01:03:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:20, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:32:20, по 2 пути в 01:03:00",,4.0,4.0,[],действует,1103050806,"{'coordinates': [37.703962, 55.7809372], 'type': 'Point'}",37.703962,55.7809372,4197185.8507289365,7514929.474686888
