Name,ObjectType,AdmArea,District,Address,UNOM,Specialization,PeriodOfPlacement,FacilityArea,ContractType,ContractStatus,ContractNumber,NameOfBusinessEntity,ContractBegin,ContractEnd,ContractBasis,StartDateTrading,geoData,global_id,longitude,latitude,x,y
"НТО Ореховый бульв, вл.43 (ст.м. «Красногвардейская»)",киоск,Южный административный округ,район Зябликово,"город Москва, Ореховый бульвар, дом 43",2123470.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-008448,ГКС,29.11.2021,29.11.2026,Результат аукциона (победитель),29.11.2021,"{'coordinates': [37.7420688424923, 55.6140786487507], 'type': 'Point'}",909048621,37.7420688424923,55.6140786487507,4201427.88503092,7481970.111909008
"НТО Преображенская пл., вл. 11",киоск,Восточный административный округ,район Преображенское,"город Москва, Преображенская площадь, владение 11А, строение 1",2403622.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005983,Азбука,27.12.2018,27.12.2023,Результат аукциона (победитель),,"{'coordinates': [37.7138537630769, 55.7963753004705], 'type': 'Point'}",909048623,37.7138537630769,55.7963753004705,4198286.996757705,7517986.069303082
"НТО Проспект 60-летия Октября, д.31дробь18 к.1 с.1",киоск,Юго-Западный административный округ,Академический район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, проспект 60-летия Октября, дом 31/18, корпус 1",29464.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-008513,У Метро,13.12.2021,13.12.2026,Результат аукциона (победитель),01.01.2022,"{'coordinates': [37.5751595921395, 55.688909740683], 'type': 'Point'}",909048626,37.5751595921395,55.688909740683,4182847.6322729583,7496734.007649075
"НТО Профсоюзная ул., д. 58дробь32 к.1",киоск,Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Профсоюзная улица, дом 58/32, корпус 1",20993.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-008520,У Метро,13.12.2021,13.12.2026,Результат аукциона (победитель),01.01.2022,"{'coordinates': [37.5528211074237, 55.6689215552227], 'type': 'Point'}",909048628,37.5528211074237,55.6689215552227,4180360.9235293027,7492787.6503140805
"НТО Профсоюзная ул., д. 82 к.1",киоск,Юго-Западный административный округ,Обручевский район,"город Москва, Профсоюзная улица, дом 82, корпус 1",2801689.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005987,Азбука,27.12.2018,27.12.2023,Результат аукциона (победитель),27.12.2018,"{'coordinates': [37.5391066447773, 55.6562147707584], 'type': 'Point'}",909048630,37.5391066447773,55.6562147707584,4178834.2365310015,7490279.94070283
"НТО Солнцевский проспект, вл. 28",киоск,Западный административный округ,район Солнцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 28",24331.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-007639,АЛИМПИС,19.04.2021,19.04.2026,Результат аукциона (победитель),14.05.2021,"{'coordinates': [37.4097500772231, 55.6496522021616], 'type': 'Point'}",909048635,37.4097500772231,55.6496522021616,4164434.3293001023,7488985.12324685
НТО ст. м. Ботанический сад,киоск,Северо-Восточный административный округ,район Свиблово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проезд Серебрякова, дом 2, корпус 1",2303088.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-005735,Антарес,05.09.2018,05.09.2023,Результат аукциона (победитель),14.12.2018,"{'coordinates': [37.6391488520169, 55.84586520156], 'type': 'Point'}",909048636,37.6391488520169,55.84586520156,4189970.8840987487,7527792.766900255
НТО ст.м. Тропарево (уч. 1),киоск,Западный административный округ,район Тропарёво-Никулино,"город Москва, улица Академика Анохина, дом 19, корпус 2",310116.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005982,Азбука,27.12.2018,27.12.2023,Результат аукциона (победитель),28.12.2018,"{'coordinates': [37.4700359542487, 55.6479737107936], 'type': 'Point'}",909048638,37.4700359542487,55.6479737107936,4171145.3224326177,7488653.985950256
НТО станция Лосиноостровская,киоск,Северо-Восточный административный округ,Лосиноостровский район,"город Москва, Анадырский проезд, дом 8",2301698.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005958,АЛФАВИТ,25.12.2018,25.12.2023,Результат аукциона (победитель),,"{'coordinates': [37.681974, 55.862613], 'type': 'Point'}",909048639,37.681974,55.862613,4194738.157765374,7531114.263188485
НТО станция метро «Пражская»,киоск,Южный административный округ,район Чертаново Центральное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, улица Красного Маяка, дом 2Б",3808894.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005994,АРДПП,28.12.2018,28.12.2023,Результат аукциона (2-е место),29.12.2018,"{'coordinates': [37.6048504393955, 55.6111384877261], 'type': 'Point'}",909048640,37.6048504393955,55.6111384877261,4186152.802270717,7481390.60468389
"НТО Стратонавтов проезд, д.6",киоск,Северо-Западный административный округ,район Покровское-Стрешнево,"город Москва, проезд Стратонавтов, дом 6, строение 1",3303662.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-007166,У Метро,26.10.2020,26.10.2025,Результат аукциона (победитель),03.11.2020,"{'coordinates': [37.437811, 55.827521], 'type': 'Point'}",909048641,37.437811,55.827521,4167558.0569348163,7524156.306785264
"НТО Таганская ул., вл. 2с2 (в сторону ТЦ«Таганка )",киоск,Центральный административный округ,Таганский район,"город Москва, Таганская улица, дом 2",2700401.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-006992,АРЕНА,30.06.2020,30.06.2025,Результат аукциона (победитель),01.12.2020,"{'coordinates': [37.6565621316392, 55.7411188749572], 'type': 'Point'}",909048642,37.6565621316392,55.7411188749572,4191909.321519344,7507051.417136097
"НТО ул. Академика Бочвара, вл.6",киоск,Северо-Западный административный округ,район Щукино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Академика Бочвара, дом 6",2729.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008567,У Метро,28.12.2021,28.12.2026,Результат аукциона (победитель),01.04.2022,"{'coordinates': [37.4611093179978, 55.8063987694666], 'type': 'Point'}",909048646,37.4611093179978,55.8063987694666,4170151.613830671,7519971.268055844
"НТО ул.Полбина, д.2 к.1",киоск,Юго-Восточный административный округ,район Печатники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, улица Полбина, дом 2, корпус 1",20337.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-007586,У Метро,09.03.2021,09.03.2026,Результат аукциона (победитель),25.05.2021,"{'coordinates': [37.7285718398024, 55.6922571545344], 'type': 'Point'}",909048655,37.7285718398024,55.6922571545344,4199925.405564243,7497395.099812468
"НТО Хорошевское ш., 20Б с.1",киоск,Северный административный округ,Хорошёвский район,"город Москва, Хорошёвское шоссе, дом 20Б, строение 1",3403129.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008643,АРЕАЛ,14.02.2022,14.02.2027,Результат аукциона (победитель),14.02.2022,"{'coordinates': [37.5445781118416, 55.7738974728725], 'type': 'Point'}",909048658,37.5445781118416,55.7738974728725,4179443.3174584913,7513536.078787874
"НТО Хорошёвское шоссе,д.1Б,с.1",киоск,Северный административный округ,Хорошёвский район,"город Москва, Хорошёвское шоссе, дом 1Б, строение 1",3403130.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-007165,У Метро,26.10.2020,26.10.2025,Результат аукциона (победитель),02.11.2020,"{'coordinates': [37.5441506881682, 55.7733174143183], 'type': 'Point'}",909048659,37.5441506881682,55.7733174143183,4179395.736872816,7513421.277150435
"НТО Щелковское шоссе, вл. 56дробь72",киоск,Восточный административный округ,район Северное Измайлово,"город Москва, Щёлковское шоссе, владение 56/72",5064584.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-005906,АЛФАВИТ,04.12.2018,04.12.2023,Результат аукциона (победитель),,"{'coordinates': [37.8001140781901, 55.8099254022706], 'type': 'Point'}",909048660,37.8001140781901,55.8099254022706,4207889.451111773,7520669.857085321
"НТО Академика Миллионщикова ул., вл. 31",киоск,Южный административный округ,район Нагатино-Садовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, улица Академика Миллионщикова, дом 31",14405.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-006029,Мультитранс,14.01.2019,14.01.2024,Результат аукциона (победитель),18.01.2019,"{'coordinates': [37.6455014505156, 55.6633810460165], 'type': 'Point'}",909334435,37.6455014505156,55.6633810460165,4190678.052128839,7491694.119514341
"НТО Люблинская , д.108А",пресс-стенд,Юго-Восточный административный округ,район Марьино,"город Москва, Люблинская улица, дом 108А",2704691.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-006003,У Метро,14.01.2019,14.01.2024,Результат аукциона (победитель),21.01.2019,"{'coordinates': [37.743127, 55.650878], 'type': 'Point'}",909334475,37.743127,55.650878,4201545.678585855,7489226.960913062
НТО Митинская ул. д.56,пресс-стенд,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 56",2136771.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-007413,ЕДИНАЯ ПРЕССА,21.12.2020,21.12.2025,Результат аукциона (победитель),23.12.2020,"{'coordinates': [37.3546829231725, 55.8550069130435], 'type': 'Point'}",909334484,37.3546829231725,55.8550069130435,4158304.281751754,7529605.61347489
НТО Митинская ул. д.57,пресс-стенд,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 57",32009.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-007414,ЕДИНАЯ ПРЕССА,21.12.2020,21.12.2025,Результат аукциона (победитель),23.12.2020,"{'coordinates': [37.3526595487408, 55.8548063532604], 'type': 'Point'}",909334488,37.3526595487408,55.8548063532604,4158079.040740334,7529565.836903146
"НТО улица Маросейка, 2дробь15",пресс-стенд,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, площадь Ильинские Ворота, дом 2",4302075.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-007998,У Метро,10.08.2021,10.08.2026,Результат аукциона (победитель),04.10.2021,"{'coordinates': [37.6313090941583, 55.7569301178193], 'type': 'Point'}",909334543,37.6313090941583,55.7569301178193,4189098.1662459862,7510178.709446779
"НТО 26 Бакинских Комиссаров ул.,вл.1",киоск,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица 26-ти Бакинских Комиссаров, дом 11",6292.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-005128,Антарес,18.05.2018,18.05.2023,Результат аукциона (победитель),25.05.2018,"{'coordinates': [37.4841083332701, 55.6622355330147], 'type': 'Point'}",909538318,37.4841083332701,55.6622355330147,4172711.85249953,7491468.048822286
"НТО Клязьминская ул., вл. 4",киоск,Северный административный округ,Дмитровский район,"город Москва, Клязьминская улица, дом 4",10250.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007207,АЛИМПИС,27.10.2020,27.10.2025,Результат аукциона (победитель),,"{'coordinates': [37.5196556958512, 55.8836884514255], 'type': 'Point'}",909538337,37.5196556958512,55.8836884514255,4176668.966801102,7535296.073906776
НТО Проектируемый проезд 2309 (уч.2),киоск,Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Усачёва улица, дом 37, строение 2",4300924.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-005017,Амо-пресс,09.04.2018,09.04.2023,Результат аукциона (2-е место),08.06.2018,"{'coordinates': [37.5614879712154, 55.7218202159694], 'type': 'Point'}",909538363,37.5614879712154,55.7218202159694,4181325.7143933685,7503236.068368933
"НТО Мясницкий пр-д, вл. 4",киоск,Центральный административный округ,Басманный район,"город Москва, Мясницкий проезд, дом 4, строение 1",2105872.0,печать,с 1 января по 31 декабря,8,договор на осуществление торговой деятельности,действует,НТО-09-02-007064,ЮРКОНСАЛТИНГ,21.09.2020,21.09.2025,Результат аукциона (победитель),01.10.2020,"{'coordinates': [37.6474191006591, 55.7683032501369], 'type': 'Point'}",912162300,37.6474191006591,55.7683032501369,4190891.5239663324,7512428.975684835
"НТО Богданова ул., вл. 2, к.1",киоск,Западный административный округ,район Солнцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 2, корпус 1",410263.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006058,Антарес,16.01.2019,16.01.2024,Результат аукциона (2-е место),11.02.2019,"{'coordinates': [37.4060866866726, 55.6567398019946], 'type': 'Point'}",912345537,37.4060866866726,55.6567398019946,4164026.5225294437,7490383.540556326
"НТО Богданова ул., д. 32",киоск,Западный административный округ,район Солнцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 32",81027.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006059,Антарес,16.01.2019,16.01.2024,Результат аукциона (2-е место),11.02.2019,"{'coordinates': [37.3995095193626, 55.6557279288277], 'type': 'Point'}",912345538,37.3995095193626,55.6557279288277,4163294.3556136326,7490183.877654757
"НТО Бульвар Дмитрия Донского, д.8",киоск,Юго-Западный административный округ,район Северное Бутово,"город Москва, бульвар Дмитрия Донского, дом 8",69238.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-005973,ГазТрейд,27.12.2018,27.12.2023,Результат аукциона (победитель),01.02.2019,"{'coordinates': [37.5746918173996, 55.5681773131587], 'type': 'Point'}",912345540,37.5746918173996,55.5681773131587,4182795.559827106,7472927.886840869
"НТО Главмосстроя ул., д. 12",киоск,Западный административный округ,район Солнцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Главмосстроя, дом 12",410346.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-006060,Антарес,16.01.2019,16.01.2024,Результат аукциона (2-е место),14.02.2019,"{'coordinates': [37.4080762144192, 55.6533405170843], 'type': 'Point'}",912345544,37.4080762144192,55.6533405170843,4164247.9957451136,7489712.81381217
"НТО Шмитовский проезд, вл. 42-44",киоск,Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Шмитовский проезд, дом 44",29638.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004768,Амо-пресс,08.02.2018,08.02.2023,Результат аукциона (победитель),15.02.2019,"{'coordinates': [37.5209590520723, 55.7549397227279], 'type': 'Point'}",912345560,37.5209590520723,55.7549397227279,4176814.0557519575,7509784.961148439
"НТО 1-я Вольская, д.1, корп.3",киоск,Юго-Восточный административный округ,район Некрасовка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, 1-я Вольская улица, дом 1, корпус 3",67035.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-007059,У Метро,18.09.2020,18.09.2025,Результат аукциона (победитель),28.09.2020,"{'coordinates': [37.9148622406268, 55.6840810549457], 'type': 'Point'}",916287176,37.9148622406268,55.6840810549457,4220663.158123691,7495780.473752019
"НТО Керамический пр-д, вл.57, к.1",киоск,Северный административный округ,район Восточное Дегунино,"город Москва, Керамический проезд, дом 57, корпус 1",51691.0,печать,с 1 января по 31 декабря,10,договор на осуществление торговой деятельности,действует,НТО-09-02-008562,У Метро,28.12.2021,28.12.2026,Результат аукциона (победитель),,"{'coordinates': [37.5666627786247, 55.8785958382954], 'type': 'Point'}",916287181,37.5666627786247,55.8785958382954,4181901.7713191253,7534285.384883054
"НТО Тверская ул., вл.9",киоск,Центральный административный округ,Тверской район,"город Москва, Тверская улица, дом 9",5796.0,печать,с 1 января по 31 декабря,8,договор на осуществление торговой деятельности,действует,НТО-09-02-006056,Антарес,16.01.2019,16.01.2024,Результат аукциона (2-е место),22.04.2019,"{'coordinates': [37.6110138665134, 55.7591729914443], 'type': 'Point'}",919905621,37.6110138665134,55.7591729914443,4186838.911839023,7510622.428187244
"НТО Поликарпова ул., вл.19, к.2, с.2",киоск,Северный административный округ,Хорошёвский район,"город Москва, улица Поликарпова, дом 19, корпус 2, строение 2",3402668.0,печать,с 1 января по 31 декабря,10,договор на осуществление торговой деятельности,действует,НТО-09-02-006214,КАП,25.03.2019,25.03.2024,Результат аукциона (победитель),10.04.2019,"{'coordinates': [37.5471792330267, 55.7794788873577], 'type': 'Point'}",920017299,37.5471792330267,55.7794788873577,4179732.872944308,7514640.805490518
"НТО Кировоградская ул., д.25",пресс-стенд,Южный административный округ,район Чертаново Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Кировоградская улица, дом 25, корпус 1",10121.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-006353,СЕМЕЙНОЕ ЧТЕНИЕ,08.07.2019,08.07.2024,Результат аукциона (победитель),08.07.2019,"{'coordinates': [37.6004650749574, 55.5957654999239], 'type': 'Point'}",933083155,37.6004650749574,55.5957654999239,4185664.625734525,7478361.288303997
"НТО Митинская ул. д.36, к.1",пресс-стенд,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 36, корпус 1",3304568.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-006347,СЕМЕЙНОЕ ЧТЕНИЕ,08.07.2019,08.07.2024,Результат аукциона (победитель),08.07.2019,"{'coordinates': [37.3614204265644, 55.8468169527373], 'type': 'Point'}",933083159,37.3614204265644,55.8468169527373,4159054.2971985587,7527981.483978351
НТО ст. м. Улица Горчакова,пресс-стенд,Юго-Западный административный округ,район Южное Бутово,"город Москва, улица Горчакова, дом 11",2901367.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-006357,СЕМЕЙНОЕ ЧТЕНИЕ,08.07.2019,08.07.2024,Результат аукциона (победитель),08.07.2019,"{'coordinates': [37.5321965132564, 55.5423691729351], 'type': 'Point'}",933083162,37.5321965132564,55.5423691729351,4178065.0042087804,7467848.513444703
НТО ст.м.«Планерная» (южный выход),киоск,Северо-Западный административный округ,район Северное Тушино,"город Москва, Планерная улица, дом 6, корпус 1",3300791.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006367,СЕМЕЙНОЕ ЧТЕНИЕ,08.07.2019,08.07.2024,Результат аукциона (победитель),11.07.2019,"{'coordinates': [37.4365645158024, 55.8593552965819], 'type': 'Point'}",933083163,37.4365645158024,55.8593552965819,4167419.2989486577,7530468.069108548
"НТО ул. Стромынка, вл. 20",киоск,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 20",2103994.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-006339,СЕМЕЙНОЕ ЧТЕНИЕ,26.06.2019,26.06.2024,Результат аукциона (победитель),01.07.2019,"{'coordinates': [37.6992540660746, 55.7942942205509], 'type': 'Point'}",933083166,37.6992540660746,55.7942942205509,4196661.765921673,7517573.96495319
"НТО ул.Хлобыстова, д.13А",киоск,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, улица Хлобыстова, дом 13А",2707401.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-008383,АЛФАВИТ,15.11.2021,15.11.2026,Результат аукциона (победитель),13.01.2022,"{'coordinates': [37.820368, 55.71471], 'type': 'Point'}",933083168,37.820368,55.71471,4210144.107374218,7501830.852536481
"НТО Энтузиастов бульв., вл. 2 (ст. м. Римская)",киоск,Центральный административный округ,Таганский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, бульвар Энтузиастов, дом 2",4308889.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-008531,МАКС ТНП,14.12.2021,14.12.2026,Результат аукциона (победитель),01.01.2022,"{'coordinates': [37.6815247936225, 55.7461133351344], 'type': 'Point'}",933083175,37.6815247936225,55.7461133351344,4194688.152340169,7508039.130238333
"НТО Южнобутовская улица, вл.8",пресс-стенд,Юго-Западный административный округ,район Южное Бутово,"город Москва, Южнобутовская улица, дом 8",290001.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-006358,СЕМЕЙНОЕ ЧТЕНИЕ,08.07.2019,08.07.2024,Результат аукциона (победитель),08.07.2019,"{'coordinates': [37.5414225254431, 55.5451383979946], 'type': 'Point'}",933083176,37.5414225254431,55.5451383979946,4179092.0391874565,7468393.372763611
"НТО Чертановская ул., вл. 44",киоск,Южный административный округ,район Чертаново Центральное,"город Москва, Чертановская улица, дом 44",28888.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006300,ГКС,29.05.2019,29.05.2024,Результат аукциона (победитель),30.05.2019,"{'coordinates': [37.5904597985568, 55.6089258587147], 'type': 'Point'}",933443890,37.5904597985568,55.6089258587147,4184550.843460364,7480954.523038126
"НТО Дмитровское шоссе, вл. 29, к.1",киоск,Северный административный округ,Тимирязевский район,"город Москва, Дмитровское шоссе, дом 29, корпус 1",6622.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-006210,Краева Любовь Павловна,25.03.2019,25.03.2024,Результат аукциона (победитель),05.08.2019,"{'coordinates': [37.5718116297424, 55.8297454331864], 'type': 'Point'}",933997752,37.5718116297424,55.8297454331864,4182474.938803718,7524597.175585209
"НТО Первомайская ул., вл. 85",киоск,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 85",19200.0,печать,с 1 января по 31 декабря,10,договор на осуществление торговой деятельности,действует,НТО-09-02-006557,АЛФАВИТ,21.10.2019,21.10.2024,Результат аукциона (победитель),01.11.2019,"{'coordinates': [37.8026790782713, 55.7934494633988], 'type': 'Point'}",1021777517,37.8026790782713,55.7934494633988,4208174.985614697,7517406.688811009
"НТО ул. Красный Казанец, д.1",киоск,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Красный Казанец, дом 1Г",2121845.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006523,Шумилина Галина Геннадьевна,15.10.2019,15.10.2024,Результат аукциона (победитель),01.11.2019,"{'coordinates': [37.8043240351597, 55.7226891216374], 'type': 'Point'}",1021777555,37.8043240351597,55.7226891216374,4208358.101377891,7503407.810653223
"НТО Комсомольский пр-т, вл.22",киоск,Центральный административный округ,район Хамовники,"город Москва, Комсомольский проспект, дом 22",2137844.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-005961,ПЕЧАТЬ СТОЛИЦЫ,25.12.2018,25.12.2023,Результат аукциона (победитель),26.12.2018,"{'coordinates': [37.5805733147127, 55.7275828936908], 'type': 'Point'}",1022420246,37.5805733147127,55.7275828936908,4183450.285113103,7504375.15341635
"НТО Милашенкова ул., д. 8",киоск,Северо-Восточный административный округ,Бутырский район,"город Москва, улица Милашенкова, дом 8",31414.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006705,Азбука,12.12.2019,12.12.2024,Результат аукциона (победитель),18.12.2019,"{'coordinates': [37.5853329722556, 55.8247163603155], 'type': 'Point'}",1026491083,37.5853329722556,55.8247163603155,4183980.1277671284,7523600.48060385
"НТО Открытое шоссе, д.9 с.4 (разворотный трамвайный круг)",киоск,Восточный административный округ,район Богородское,"город Москва, Открытое шоссе, дом 9, строение 4",2401113.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-008324,У Метро,08.11.2021,08.11.2026,Результат аукциона (победитель),15.11.2021,"{'coordinates': [37.7353819684977, 55.8142492308151], 'type': 'Point'}",1026491084,37.7353819684977,55.8142492308151,4200683.5056228405,7521526.448622241
НТО ул. Яблочкова вл. 21,киоск,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 21",30449.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-006682,Азбука,02.12.2019,02.12.2024,Результат аукциона (победитель),02.12.2019,"{'coordinates': [37.5767767850103, 55.8188907710095], 'type': 'Point'}",1026491091,37.5767767850103,55.8188907710095,4183027.6573598506,7522446.08777996
"НТО Ф. Энгельса ул., д. 3-5 стр. 4",киоск,Центральный административный округ,Басманный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Фридриха Энгельса, дом 3-5, строение 4",2105717.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-006676,СЕМЕЙНОЕ ЧТЕНИЕ,02.12.2019,02.12.2024,Результат аукциона (победитель),02.12.2019,"{'coordinates': [37.6800469887683, 55.7719859940746], 'type': 'Point'}",1026491098,37.6800469887683,55.7719859940746,4194523.6438563075,7513157.777069037
"НТО пр. Дежнева, вл. 27дробь1",киоск,Северо-Восточный административный округ,район Южное Медведково,"город Москва, проезд Дежнёва, дом 27, корпус 1",31410.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-007441,АРЕАЛ,28.12.2020,28.12.2025,Результат аукциона (победитель),12.01.2021,"{'coordinates': [37.6364277175091, 55.8706144685558], 'type': 'Point'}",1026768949,37.6364277175091,55.8706144685558,4189667.968790961,7532701.654780938
"НТО Волоколамское шоссе, 92 к 3",киоск,Северо-Западный административный округ,район Покровское-Стрешнево,"город Москва, Волоколамское шоссе, дом 92, корпус 3",3302284.0,печать,с 1 января по 31 декабря,3,договор на осуществление торговой деятельности,действует,НТО-09-02-006683,Азбука,02.12.2019,02.12.2024,Результат аукциона (победитель),01.01.2020,"{'coordinates': [37.4361332315644, 55.825733929144], 'type': 'Point'}",1026901099,37.4361332315644,55.825733929144,4167371.288606896,7523802.138737632
"НТО Проспект Вернадского, 86 А",киоск,Западный административный округ,район Тропарёво-Никулино,"город Москва, проспект Вернадского, дом 86А",4500117.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006616,ИНВЕСТ ГРУПП,23.10.2019,23.10.2024,Результат аукциона (победитель),,"{'coordinates': [37.4821609721407, 55.6635220667721], 'type': 'Point'}",1026901104,37.4821609721407,55.6635220667721,4172495.0732502146,7491721.9508735165
